Date,Open,High,Low,Close,Adj_Close,Volume,Year,Month,Day,Weekday,Daily_Range,SMA_20,SMA_50,SMA_200,EMA_20,Daily_Return,Log_Return,Cumulative_Return,Rolling_Vol_20,Signal,Golden_Cross,Death_Cross
2018-09-25,114.8,115.1,113.75,114.45,106.3813,22668000,2018,9,25,Tuesday,1.35,111.816,109.329,,111.8968,-0.001919,-0.00192,0.331582,0.177313,BUY,0,0
2018-09-26,114.47,115.06,113.74,113.98,105.9445,19352000,2018,9,26,Wednesday,1.32,112.002,109.4896,,112.0952,-0.004107,-0.004115,0.326113,0.178082,BUY,0,0
2018-09-27,114.78,114.91,114.2,114.41,106.3442,19091300,2018,9,27,Thursday,0.71,112.1215,109.6754,,112.3157,0.003773,0.003765,0.331116,0.170236,BUY,0,0
2018-09-28,114.19,114.57,113.68,114.37,106.307,21647800,2018,9,28,Friday,0.89,112.2425,109.8748,,112.5113,-0.00035,-0.00035,0.33065,0.170202,BUY,0,0
2018-10-01,114.75,115.68,114.73,115.61,107.4596,18883100,2018,10,1,Monday,0.95,112.4065,110.0616,,112.8064,0.010842,0.010784,0.345077,0.173539,BUY,0,0
2018-10-02,115.3,115.84,114.44,115.15,107.032,20787200,2018,10,2,Tuesday,1.4,112.5785,110.2052,,113.0296,-0.003979,-0.003987,0.339725,0.172798,BUY,0,0
2018-10-03,115.42,116.18,114.93,115.17,107.0506,16648000,2018,10,3,Wednesday,1.25,112.9125,110.3554,,113.2335,0.000174,0.000174,0.339958,0.130656,BUY,0,0
2018-10-04,114.61,114.76,111.63,112.79,104.8384,34821700,2018,10,4,Thursday,3.13,113.115,110.3946,,113.1912,-0.020665,-0.020882,0.312268,0.155426,BUY,0,0
2018-10-05,112.63,113.17,110.64,112.13,104.2249,29068900,2018,10,5,Friday,2.53,113.311,110.4448,,113.0902,-0.005852,-0.005869,0.304589,0.156027,BUY,0,0
2018-10-08,111.66,112.03,109.34,110.85,103.0352,29640600,2018,10,8,Monday,2.69,113.3845,110.5082,,112.8768,-0.011415,-0.011481,0.289697,0.15897,BUY,0,0
2018-10-09,111.14,113.08,110.8,112.26,104.3458,26198600,2018,10,9,Tuesday,2.28,113.4355,110.646,,112.8181,0.01272,0.01264,0.306102,0.15379,BUY,0,0
2018-10-10,111.24,111.5,105.79,106.16,98.6758,61376300,2018,10,10,Wednesday,5.71,113.158,110.6476,,112.184,-0.054338,-0.05587,0.235131,0.247143,BUY,0,0
2018-10-11,105.35,108.93,104.2,105.91,98.4434,63904300,2018,10,11,Thursday,4.73,112.808,110.6402,,111.5865,-0.002355,-0.002358,0.232222,0.24221,BUY,0,0
2018-10-12,109.01,111.24,107.12,109.57,101.8454,47742100,2018,10,12,Friday,4.12,112.618,110.6802,,111.3944,0.034558,0.033974,0.274805,0.275973,BUY,0,0
2018-10-15,108.91,109.48,106.95,107.6,100.0143,32068100,2018,10,15,Monday,2.53,112.391,110.6714,,111.033,-0.017979,-0.018143,0.251886,0.280284,BUY,0,0
2018-10-16,109.54,111.41,108.95,111.0,103.1746,31610200,2018,10,16,Tuesday,2.46,112.2805,110.7288,99.7261,111.0299,0.031599,0.03111,0.291444,0.302311,BUY,0,0
2018-10-17,111.68,111.81,109.55,110.71,102.905,26548200,2018,10,17,Wednesday,2.26,112.231,110.7654,99.8499,110.9994,-0.002613,-0.002616,0.288069,0.298793,BUY,0,0
2018-10-18,110.1,110.53,107.83,108.5,100.8508,32506200,2018,10,18,Thursday,2.7,111.9775,110.7456,99.9606,110.7614,-0.019962,-0.020164,0.262357,0.299473,BUY,0,0
2018-10-19,108.93,110.86,108.21,108.66,100.9995,32785500,2018,10,19,Friday,2.65,111.6975,110.7254,100.0684,110.5613,0.001475,0.001474,0.264219,0.298248,BUY,0,0
2018-10-22,109.32,110.54,108.24,109.63,101.9012,26545600,2018,10,22,Monday,2.3,111.4455,110.738,100.1756,110.4726,0.008927,0.008887,0.275505,0.300251,BUY,0,0
2018-10-23,107.77,108.97,105.11,108.1,100.479,43770400,2018,10,23,Tuesday,3.86,111.128,110.7358,100.2747,110.2466,-0.013956,-0.014054,0.257704,0.303195,BUY,0,0
2018-10-24,108.41,108.49,101.59,102.32,95.1065,63897800,2018,10,24,Wednesday,6.9,110.545,110.591,100.3452,109.4917,-0.053469,-0.054952,0.190455,0.35285,SELL,0,1
